anime_name;anime_url;image_path;created_at;updated_at
Subarashiki Kono Sekai The Animation;https://animem.org/subarashiki-kono-sekai-the-animation;/img/anime_467.jpg;2022-06-13;2022-06-13
Subete ga F ni Naru;https://animem.org/subete-ga-f-ni-naru;/img/anime_468.jpg;2022-06-13;2022-06-13
Suisei no Gargantia;https://animem.org/suisei-no-gargantia;/img/anime_469.jpg;2022-06-13;2022-06-13
Sukitte Ii na yo.;https://animem.org/sukitte-ii-na-yo;/img/anime_470.jpg;2022-06-13;2022-06-13
Summer Ghost;https://animem.org/summer-ghost;/img/anime_471.jpg;2022-06-13;2022-06-13
Summer Wars;https://animem.org/summer-wars;/img/anime_472.jpg;2022-06-13;2022-06-13
Summertime Render;https://animem.org/Summertime_Render;/img/anime_473.jpg;2022-06-13;2022-06-13
Sunohara-sou no Kanrinin-san;https://animem.org/sunohara-sou-no-kanrinin-san;/img/anime_474.jpg;2022-06-13;2022-06-13
Super Cub;https://animem.org/super-cub;/img/anime_475.jpg;2022-06-13;2022-06-13
Suteki na Okurimono;https://animem.org/Suteki_na_Okurimono;/img/anime_476.jpg;2022-06-13;2022-06-13
Suzumiya Haruhi no Yuuutsu;https://animem.org/suzumiya-haruhi-no-yuuutsu;/img/anime_477.jpg;2022-06-13;2022-06-13
Sword Art Online Series;https://animem.org/Sword_Art_Online_Series;/img/anime_478.jpg;2022-06-13;2022-06-13
Taboo-Tattoo;https://animem.org/taboo-tattoo;/img/anime_479.jpg;2022-06-14;2022-06-14
Tada-kun wa Koi wo Shinai;https://animem.org/tada-kun-wa-koi-wo-shinai;/img/anime_480.jpg;2022-06-14;2022-06-14
Taishou Otome Otogibanashi;https://animem.org/taishou-otome-otogibanashi;/img/anime_481.jpg;2022-06-14;2022-06-14
Takt Op. Destiny;https://animem.org/takt-op-destiny;/img/anime_482.jpg;2022-06-14;2022-06-14
Tales of Luminaria: The Fateful Crossroad;https://animem.org/Tales_of_Luminaria:_The_Fateful_Crossroad;/img/anime_483.jpg;2022-06-14;2022-06-14
Tales of Zestiria the Cross;https://animem.org/tales-of-zestiria-the-cross;/img/anime_484.jpg;2022-06-14;2022-06-14
Tamako Market;https://animem.org/tamako-market;/img/anime_485.jpg;2022-06-14;2022-06-14
Tantei wa Mou, Shindeiru.;https://animem.org/tantei-wa-mou-shindeiru;/img/anime_486.jpg;2022-06-14;2022-06-14
Tatakau Shisho: The Book of Bantorra;https://animem.org/tatakau-shisho-the-book-of-bantorra;/img/anime_487.jpg;2022-06-14;2022-06-14
Tate no Yuusha no Nariagari Series;https://animem.org/Tate_no_Yuusha_no_Nariagari_Series;/img/anime_488.jpg;2022-06-14;2022-06-14
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari;https://animem.org/tatoeba-last-dungeon-mae-no-mura-no-shounen-ga-joban-no-machi-de-kurasu-youna-monogatari;/img/anime_489.jpg;2022-06-14;2022-06-14
Tears to Tiara;https://animem.org/tears-to-tiara;/img/anime_490.jpg;2022-06-14;2022-06-14
Tejina-senpai;https://animem.org/tejina-senpai;/img/anime_491.jpg;2022-06-14;2022-06-14
Tenchi Souzou Design-bu;https://animem.org/tenchi-souzou-design-bu;/img/anime_492.jpg;2022-06-14;2022-06-14
Tengen Toppa Gurren Lagann;https://animem.org/tengen-toppa-gurren-lagann;/img/anime_493.jpg;2022-06-14;2022-06-14
Tenki no Ko;https://animem.org/tenki-no-ko;/img/anime_494.jpg;2022-06-14;2022-06-14
Tenkuu Shinpan;https://animem.org/tenkuu-shinpan;/img/anime_495.jpg;2022-06-14;2022-06-14
Tensai Ouji no Akaji Kokka Saisei Jutsu;https://animem.org/Tensai_Ouji_no_Akaji_Kokka_Saisei_Jutsu;/img/anime_496.jpg;2022-06-14;2022-06-14
Tensei Shitara Slime Datta Ken;https://animem.org/tensei-shitara-slime-datta-ken;/img/anime_497.jpg;2022-06-14;2022-06-14
Terra Formars;https://animem.org/terra-formars;/img/anime_498.jpg;2022-06-14;2022-06-14
Tesla Note;https://animem.org/tesla-note;/img/anime_499.jpg;2022-06-14;2022-06-14
The God of High School;https://animem.org/the-god-of-high-school;/img/anime_500.jpg;2022-06-14;2022-06-14
The iDOLM@STER Series;https://animem.org/The_iDOLM@STER_Series;/img/anime_501.jpg;2022-06-14;2022-06-14
To LOVE-Ru Series;https://animem.org/To_LOVE-Ru_Series;/img/anime_502.jpg;2022-06-14;2022-06-14
Toaru Kagaku no Railgun;https://animem.org/toaru-kagaku-no-railgun;/img/anime_503.jpg;2022-06-14;2022-06-14
Toaru Majutsu no Index;https://animem.org/toaru-majutsu-no-index;/img/anime_504.jpg;2022-06-14;2022-06-14
Toji no Miko;https://animem.org/toji-no-miko;/img/anime_505.jpg;2022-06-14;2022-06-14
Toki wo Kakeru Shoujo;https://animem.org/toki-wo-kakeru-shoujo;/img/anime_506.jpg;2022-06-14;2022-06-14
Tokyo 24-ku;https://animem.org/Tokyo_24-ku;/img/anime_507.jpg;2022-06-14;2022-06-14
Tokyo 7th Sisters: Bokura wa Aozora ni Naru;https://animem.org/Tokyo_7th_Sisters:_Bokura_wa_Aozora_ni_Naru;/img/anime_508.jpg;2022-06-14;2022-06-14
Tokyo Ghoul;https://animem.org/tokyo-ghoul;/img/anime_509.jpg;2022-06-14;2022-06-14
Tokyo Mew Mew;https://animem.org/tokyo-mew-mew;/img/anime_510.jpg;2022-06-14;2022-06-14
Tokyo Ravens;https://animem.org/tokyo-ravens;/img/anime_511.jpg;2022-06-14;2022-06-14
Tokyo Revengers;https://animem.org/Tokyo_Revengers;/img/anime_512.jpg;2022-06-14;2022-06-14
Tomodachi Game;https://animem.org/Tomodachi_Game;/img/anime_513.jpg;2022-06-14;2022-06-14
Tonari no Kaibutsu-kun;https://animem.org/tonari-no-kaibutsu-kun;/img/anime_514.jpg;2022-06-14;2022-06-14
Tonari no Totoro;https://animem.org/tonari-no-totoro;/img/anime_515.jpg;2022-06-14;2022-06-14
Tonikaku Kawaii;https://animem.org/tonikaku-kawaii;/img/anime_516.jpg;2022-06-14;2022-06-14
Toradora!;https://animem.org/toradora;/img/anime_517.jpg;2022-06-14;2022-06-14
Toriko;https://animem.org/toriko;/img/anime_518.jpg;2022-06-14;2022-06-14
Touken Ranbu: Hanamaru Series;https://animem.org/Touken_Ranbu:_Hanamaru_Series;/img/anime_519.jpg;2022-06-14;2022-06-14
Tribe Nine;https://animem.org/Tribe_Nine;/img/anime_520.jpg;2022-06-14;2022-06-14
Trigun;https://animem.org/trigun;/img/anime_521.jpg;2022-06-14;2022-06-14
Trinity Seven;https://animem.org/trinity-seven;/img/anime_522.jpg;2022-06-14;2022-06-14
True Tears;https://animem.org/true-tears;/img/anime_523.jpg;2022-06-14;2022-06-14
Tsugumomo;https://animem.org/tsugumomo;/img/anime_524.jpg;2022-06-14;2022-06-14
Tsuki ga Kirei;https://animem.org/tsuki-ga-kirei;/img/anime_525.jpg;2022-06-14;2022-06-14
Tsuki ga Michibiku Isekai Douchuu;https://animem.org/tsuki-ga-michibiku-isekai-douchuu;/img/anime_526.jpg;2022-06-14;2022-06-14
Tsuki to Laika to Nosferatu Series;https://animem.org/Tsuki_to_Laika_to_Nosferatu_Series;/img/anime_527.jpg;2022-06-14;2022-06-14
Tsurezure Children;https://animem.org/tsurezure-children;/img/anime_528.jpg;2022-06-14;2022-06-14
Tsuritama;https://animem.org/tsuritama;/img/anime_529.jpg;2022-06-14;2022-06-14
Udon no Kuni no Kiniro Kemari;https://animem.org/udon-no-kuni-no-kiniro-kemari;/img/anime_530.jpg;2022-06-15;2022-06-15
Ueno-san wa Bukiyou;https://animem.org/ueno-san-wa-bukiyou;/img/anime_531.jpg;2022-06-15;2022-06-15
Ulysses: Jehanne Darc to Renkin no Kishi;https://animem.org/Ulysses:_Jehanne_Darc_to_Renkin_no_Kishi;/img/anime_532.jpg;2022-06-15;2022-06-15
Uma Musume: Pretty Derby (TV);https://animem.org/uma-musume-pretty-derby-tv;/img/anime_533.jpg;2022-06-15;2022-06-15
Umibe No Étranger;https://animem.org/umibe-no-etranger;/img/anime_534.jpg;2022-06-15;2022-06-15
Under the Dog;https://animem.org/under-the-dog;/img/anime_535.jpg;2022-06-15;2022-06-15
UQ Holder!: Mahou Sensei Negima! 2;https://animem.org/uq-holder-mahou-sensei-negima-2;/img/anime_536.jpg;2022-06-15;2022-06-15
Uramichi Oniisan;https://animem.org/uramichi-oniisan;/img/anime_537.jpg;2022-06-15;2022-06-15
Urasekai Picnic;https://animem.org/urasekai-picnic;/img/anime_538.jpg;2022-06-15;2022-06-15
Usagi Drop;https://animem.org/Usagi_Drop;/img/anime_539.jpg;2022-06-15;2022-06-15
Ushio to Tora;https://animem.org/ushio-to-tora;/img/anime_540.jpg;2022-06-15;2022-06-15
Utawarerumono;https://animem.org/utawarerumono;/img/anime_541.jpg;2022-06-15;2022-06-15
Uzaki-chan wa Asobitai!;https://animem.org/uzaki-chan-wa-asobitai;/img/anime_542.jpg;2022-06-15;2022-06-15
Walkure Romanze;https://animem.org/walkure-romanze;/img/anime_543.jpg;2022-06-16;2022-06-16
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!;https://animem.org/watashi-ga-motenai-no-wa-dou-kangaetemo-omaera-ga-warui;/img/anime_544.jpg;2022-06-16;2022-06-16
Watashi ni Tenshi ga Maiorita!;https://animem.org/watashi-ni-tenshi-ga-maiorita;/img/anime_545.jpg;2022-06-16;2022-06-16
White Album;https://animem.org/white-album;/img/anime_546.jpg;2022-06-16;2022-06-16
Witch Craft Works;https://animem.org/witch-craft-works;/img/anime_547.jpg;2022-06-16;2022-06-16
Wo de Ni Tian Shen Qi;https://animem.org/wo-de-ni-tian-shen-qi;/img/anime_548.jpg;2022-06-16;2022-06-16
Wolf's Rain;https://animem.org/wolfs-rain;/img/anime_549.jpg;2022-06-16;2022-06-16
Wonder Egg Priority;https://animem.org/wonder-egg-priority;/img/anime_550.jpg;2022-06-16;2022-06-16
Working!!;https://animem.org/working;/img/anime_551.jpg;2022-06-16;2022-06-16
World Trigger;https://animem.org/world-trigger;/img/anime_552.jpg;2022-06-16;2022-06-16
World Witches Hasshin Shimasu!;https://animem.org/world-witches-hasshin-shimasu;/img/anime_553.jpg;2022-06-16;2022-06-16
Wotaku ni Koi wa Muzukashii;https://animem.org/wotaku-ni-koi-wa-muzukashii;/img/anime_554.jpg;2022-06-16;2022-06-16
Val x Love;https://animem.org/val-x-love;/img/anime_555.jpg;2022-06-16;2022-06-16
Vampire Hunter;https://animem.org/vampire-hunter;/img/anime_556.jpg;2022-06-16;2022-06-16
Vampire Hunter D;https://animem.org/vampire-hunter-d;/img/anime_557.jpg;2022-06-16;2022-06-16
Vampire Hunter D (2000);https://animem.org/vampire-hunter-d-2000;/img/anime_558.jpg;2022-06-16;2022-06-16
Vampire Knight;https://animem.org/vampire-knight;/img/anime_559.jpg;2022-06-16;2022-06-16
Vanitas no Karte;https://animem.org/vanitas-no-karte;/img/anime_560.jpg;2022-06-16;2022-06-16
Vinland Saga;https://animem.org/vinland-saga;/img/anime_561.jpg;2022-06-16;2022-06-16
Violet Evergarden;https://animem.org/violet-evergarden;/img/anime_562.jpg;2022-06-16;2022-06-16
Visual Prison;https://animem.org/visual-prison;/img/anime_563.jpg;2022-06-16;2022-06-16
ViVid Strike!;https://animem.org/vivid-strike;/img/anime_564.jpg;2022-06-16;2022-06-16
Vivy: Fluorite Eye's Song;https://animem.org/vivy-fluorite-eyes-song;/img/anime_565.jpg;2022-06-16;2022-06-16
X;https://animem.org/xx;/img/anime_566.jpg;2022-06-16;2022-06-16
Xian Wang de Richang Shenghuo;https://animem.org/xian-wang-de-richang-shenghuo;/img/anime_567.jpg;2022-06-16;2022-06-16
Yagate Kimi ni Naru;https://animem.org/yagate-kimi-ni-naru;/img/anime_568.jpg;2022-06-16;2022-06-16
Yahari Ore no Seishun Love Comedy wa Machigatteiru.;https://animem.org/yahari-ore-no-seishun-love-comedy-wa-machigatteiru;/img/anime_569.jpg;2022-06-16;2022-06-16
Yaku nara Mug Cup mo;https://animem.org/Yaku_nara_Mug_Cup_mo;/img/anime_570.jpg;2022-06-16;2022-06-16
Yakusoku no Neverland;https://animem.org/yakusoku-no-neverland;/img/anime_571.jpg;2022-06-16;2022-06-16
Yamada-kun to 7-nin no Majo;https://animem.org/yamada-kun-to-7-nin-no-majo;/img/anime_572.jpg;2022-06-16;2022-06-16
Yao Jing Zhong Zhi Shou Ce;https://animem.org/yao-jing-zhong-zhi-shou-ce;/img/anime_573.jpg;2022-06-16;2022-06-16
Yasuke;https://animem.org/yasuke;/img/anime_574.jpg;2022-06-16;2022-06-16
Yatogame-chan Kansatsu Nikki Series;https://animem.org/Yatogame-chan_Kansatsu_Nikki_Series;/img/anime_575.jpg;2022-06-16;2022-06-16
Yes ka No ka Hanbun ka;https://animem.org/yes-ka-no-ka-hanbun-ka;/img/anime_576.jpg;2022-06-16;2022-06-16
Yondemasu yo, Azazel-san.;https://animem.org/yondemasu-yo-azazel-san;/img/anime_577.jpg;2022-06-16;2022-06-16
Yosuga no Sora: In Solitude, Where We Are Least Alone.;https://animem.org/yosuga-no-sora-in-solitude-where-we-are-least-alone;/img/anime_578.jpg;2022-06-16;2022-06-16
Youjo Senki;https://animem.org/Youjo_Senki;/img/anime_579.jpg;2022-06-16;2022-06-16
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e;https://animem.org/youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e;/img/anime_580.jpg;2022-06-16;2022-06-16
Young Black Jack;https://animem.org/Young_Black_Jack;/img/anime_581.jpg;2022-06-16;2022-06-16
Yowamushi Pedal Series;https://animem.org/Yowamushi_Pedal_Series;/img/anime_582.jpg;2022-06-16;2022-06-16
Yozakura Quartet;https://animem.org/yozakura-quartet;/img/anime_583.jpg;2022-06-16;2022-06-16
Yume Oukoku to Nemureru 100-nin no Ouji-sama;https://animem.org/Yume_Oukoku_to_Nemureru_100-nin_no_Ouji-sama;/img/anime_584.jpg;2022-06-16;2022-06-16
Yumeria;https://animem.org/yumeria;/img/anime_585.jpg;2022-06-16;2022-06-16
Yuragi-sou no Yuuna-san;https://animem.org/yuragi-sou-no-yuuna-san;/img/anime_586.jpg;2022-06-16;2022-06-16
Yuri on Ice;https://animem.org/yuri-on-ice;/img/anime_587.jpg;2022-06-16;2022-06-16
Yuru Camp△;https://animem.org/Yuru_Camp%E2%96%B3;/img/anime_588.jpg;2022-06-16;2022-06-16
Yuuki Yuuna wa Yuusha de Aru;https://animem.org/yuuki-yuuna-wa-yuusha-de-aru;/img/anime_589.jpg;2022-06-16;2022-06-16
Yuukoku no Moriarty;https://animem.org/yuukoku-no-moriarty;/img/anime_590.jpg;2022-06-16;2022-06-16
Yuusha, Yamemasu;https://animem.org/Yuusha,_Yamemasu;/img/anime_591.jpg;2022-06-16;2022-06-16
Yuu Yuu Hakusho;https://animem.org/yuu-yuu-hakusho;/img/anime_592.jpg;2022-06-16;2022-06-16
Yuyushiki;https://animem.org/yuyushiki;/img/anime_593.jpg;2022-06-16;2022-06-16
Zankyou no Terror;https://animem.org/zankyou-no-terror;/ing/anime_594.jpg;2022-06-17;2022-06-17
Zero kara Hajimeru Mahou no Sho;https://animem.org/zero-kara-hajimeru-mahou-no-sho;/img/anime_595.jpg;2022-06-17;2022-06-17
Zero no Tsukaima;https://animem.org/zero-no-tsukaima;/img/anime_596.jpg;2022-06-17;2022-06-17
Zetman;https://animem.org/zetman;/img/anime_597.jpg;2022-06-17;2022-06-17
Zetsuen no Tempest;https://animem.org/zetsuen-no-tempest;/img/anime_598.jpg;2022-06-17;2022-06-17
Zettai Junpaku Mahou Shoujo;https://animem.org/zettai-junpaku-mahou-shoujo;/img/anime_599.jpg;2022-06-17;2022-06-17
Zhen Hun Jie;https://animem.org/zhen-hun-jie;/img/anime_600.jpg;2022-06-17;2022-06-17
Zombie-Loan;https://animem.org/zombie-loan;/img/anime_601.jpg;2022-06-17;2022-06-17
https://animem.org/zombieland-saga;https://animem.org/zombieland-saga;/img/anime_602.jpg;2022-06-17;2022-06-17
Zuihou de Zhaohuan Shi;https://animem.org/Zuihou_de_Zhaohuan_Shi;/img/anime_603.jpg;2022-06-17;2022-06-17
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai;https://animem.org/zutto-mae-kara-suki-deshita-kokuhaku-jikkou-iinkai;/img/anime_604.jpg;2022-06-17;2022-06-17
07-Ghost;https://animem.org/07-ghost;/img/anime_605.jpg;2022-06-17;2022-06-17
100-man no Inochi no Ue ni Ore wa Tatteiru;https://animem.org/100-man-no-inochi-no-ue-ni-ore-wa-tatteiru;/img/anime_606.jpg;2022-06-17;2022-06-17
11eyes;https://animem.org/11eyes;/img/anime_607.jpg;2022-06-17;2022-06-17
180 Byou de Kimi no Mimi wo Shiawase ni Dekiru ka?;https://animem.org/180_Byou_de_Kimi_no_Mimi_wo_Shiawase_ni_Dekiru_ka;/img/anime_608.jpg;2022-06-17;2022-06-17
18if;https://animem.org/18if;/img/anime_609.jpg;2022-06-17;2022-06-17
3-gatsu no Lion;https://animem.org/3-gatsu_no_Lion;/img/anime_610.jpg;2022-06-17;2022-06-17
3D Kanojo: Real Girl;https://animem.org/3d-kanojo-real-girl;/img/anime_611.jpg;2022-06-17;2022-06-17
5-toubun no Hanayome;https://animem.org/5-toubun-no-hanayome;/img/anime_612.jpg;2022-06-17;2022-06-17
86 Series;https://animem.org/86-eighty-six-series;/img/anime_13.jpg;2022-06-17;2022-06-17
